# offset_in_band	d	left5	hash160_decimal	dist_l5_P160
853	730750818665451459101842416358141509827966272341	81590	815909608589069087800789564588498929264859198088	68330
854	730750818665451459101842416358141509827966272342	13503	1350311163572476882341485889261445065285297592466	243
855	730750818665451459101842416358141509827966272343	81449	814497510277388456828004877271384283372664629312	68189
856	730750818665451459101842416358141509827966272344	44993	449939794737849314978916643297706600632896743255	31733
857	730750818665451459101842416358141509827966272345	14245	1424584961069756378892776159705863906686724621958	985
858	730750818665451459101842416358141509827966272346	63297	632970263448759397795909931412835303446552545227	50037
859	730750818665451459101842416358141509827966272347	14030	1403007581145061477519398013252860356240210605281	770
860	730750818665451459101842416358141509827966272348	11982	1198289811872427747298184912265398887819845487344	1278
861	730750818665451459101842416358141509827966272349	41627	416273527288594522749222383638603131409545895433	28367
862	730750818665451459101842416358141509827966272350	15055	150554067718850676120065604037194513639740979826	1795
863	730750818665451459101842416358141509827966272351	51323	513232776236631789932085618530892594514613803750	38063
864	730750818665451459101842416358141509827966272352	13225	1322578085328598427341501852339942717237934969737	35
865	730750818665451459101842416358141509827966272353	94993	949936496670488172385957685910988652836118198712	81733
866	730750818665451459101842416358141509827966272354	12150	1215072879471577049426613493821247972665593993698	1110
867	730750818665451459101842416358141509827966272355	86120	861203236237236586166811734294914340314120019013	72860
868	730750818665451459101842416358141509827966272356	57997	579971232214557425245659608089967416145249033930	44737
869	730750818665451459101842416358141509827966272357	28540	28540021829658797796413497263660521975775797853	15280
870	730750818665451459101842416358141509827966272358	68136	681369307768935991862658608212364786706008756751	54876
871	730750818665451459101842416358141509827966272359	10658	106588995533302513273313111705115035082084290877	2602
872	730750818665451459101842416358141509827966272360	10956	1095689341857367335155623244693665760467125530692	2304
873	730750818665451459101842416358141509827966272361	35771	357717250251575913276944961645911178967360056635	22511
874	730750818665451459101842416358141509827966272362	59817	598172696173783338431760394263828383736681589076	46557
875	730750818665451459101842416358141509827966272363	40911	409113495822085139464982779700773060376741706242	27651
876	730750818665451459101842416358141509827966272364	13233	1323368671042324429560783965642348134177207778917	27
877	730750818665451459101842416358141509827966272365	73364	733649992514949546476894846913172756430068366475	60104
878	730750818665451459101842416358141509827966272366	41877	418779435845470748591883573479692823550502322182	28617
879	730750818665451459101842416358141509827966272367	34559	345598068338527707186565707880417764971534847447	21299
880	730750818665451459101842416358141509827966272368	64462	644628000671625366667905356246634992294594674240	51202
881	730750818665451459101842416358141509827966272369	49479	494791354256908687231254076304541953479432407971	36219
882	730750818665451459101842416358141509827966272370	27476	274763081665545166438291441177603160306651474452	14216
883	730750818665451459101842416358141509827966272371	12300	1230065083262415272020618586409320106440554547432	960
884	730750818665451459101842416358141509827966272372	19597	195972533368555947067245429629425036228938944788	6337
885	730750818665451459101842416358141509827966272373	11699	1169949123185810129920505175390239613642622474320	1561
886	730750818665451459101842416358141509827966272374	11845	1184586913189773349059060683044181951019724031399	1415
887	730750818665451459101842416358141509827966272375	49275	492751288843308175985776416831405161166318015297	36015
888	730750818665451459101842416358141509827966272376	32590	32590319184946726171798831630461496604272087030	19330
889	730750818665451459101842416358141509827966272377	21288	212884347635109342029070936804531665215049756792	8028
890	730750818665451459101842416358141509827966272378	81690	816909892935867007366267383782934923341158370335	68430
891	730750818665451459101842416358141509827966272379	11433	1143318518606280547068113688924747365340029535451	1827
892	730750818665451459101842416358141509827966272380	52570	525700826659161189651680925542501791469916408275	39310
893	730750818665451459101842416358141509827966272381	94894	948946863651306750122930069431822211956458098246	81634
894	730750818665451459101842416358141509827966272382	13742	1374234997383481856275167771389438637973526675055	482
895	730750818665451459101842416358141509827966272383	12833	128337680447805436669205482609331268786509069580	427
896	730750818665451459101842416358141509827966272384	23895	238955408724512566068177538769303164965064825984	10635
897	730750818665451459101842416358141509827966272385	13511	1351180334041495278593228292447691718569048177593	251
898	730750818665451459101842416358141509827966272386	12766	1276633277456376257811762161494006395086724058325	494
899	730750818665451459101842416358141509827966272387	97197	971978826466887452117397349154829557594535047271	83937
900	730750818665451459101842416358141509827966272388	78238	782386017548910669030263029566427820500491813602	64978
901	730750818665451459101842416358141509827966272389	11668	1166855507822181461867564665814836258816969581196	1592
902	730750818665451459101842416358141509827966272390	55706	557060934846289837040560096188036654555373101709	42446
903	730750818665451459101842416358141509827966272391	11092	1109270605689719970180827867274540660778438620825	2168
904	730750818665451459101842416358141509827966272392	67237	672372971128145025025426799275108361579844049774	53977
905	730750818665451459101842416358141509827966272393	46082	460823877268289808536037454448113561269498757725	32822
906	730750818665451459101842416358141509827966272394	24304	24304549804872161263661499200212678995954640575	11044
907	730750818665451459101842416358141509827966272395	79627	796274002885359631343882033524911809457094377239	66367
908	730750818665451459101842416358141509827966272396	37086	370867270293074500369850190128953511819219932864	23826
909	730750818665451459101842416358141509827966272397	11628	1162838096830930582579334063757453657266905272046	1632
910	730750818665451459101842416358141509827966272398	70017	70017302841802510559397900035813380969521695678	56757
911	730750818665451459101842416358141509827966272399	97005	97005942062638918880060499559930615909512319073	83745
912	730750818665451459101842416358141509827966272400	62411	624111589513850522041104426007056652003336435068	49151
913	730750818665451459101842416358141509827966272401	99249	992499506291810691937089702128910982695842311513	85989
914	730750818665451459101842416358141509827966272402	80812	80812577852247701749005436235131167137453218275	67552
915	730750818665451459101842416358141509827966272403	67197	671971436003594743198124109912285643705705134366	53937
916	730750818665451459101842416358141509827966272404	98650	986503844171714971295064071918370398759605063834	85390
917	730750818665451459101842416358141509827966272405	42176	421765132349355790923352651948124203544330572714	28916
