family,label,d,d_net,x,y,xn,yn,dX_num,dX_den,dF_num,dF_den,primary_rule,X_fixed,F_fixed,F_reflect,X_beta
glv_lambda2,61->lam2,61,15038882593808097392920189681781909550164174697060281346489409714195353105581,53058764004935428650100139287376587679652978405430403380587712871864611556376,2918800479109537269737873642942211407706668016660669097675760428828773803651,92580924014211738686344873376048252457810653728344136621812170079063929325358,2918800479109537269737873642942211407706668016660669097675760428828773803651,39522160009276310036244734088671664778157675322913733241224457207199317768982,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,62->lam2,62,93112891467968295913564953206994796952074081420652598740477952312825516619899,7470696802146976875048795875680307511987987110754117830917946933599684326041,35498370868222357101075189419100726924131867018781426271212491175192595798687,74204564219402765305577465123149244346974224520466136072714535321334136373830,35498370868222357101075189419100726924131867018781426271212491175192595798687,66733867417255788430528669247468936834986237409712018241796588387734452047789,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,63->lam2,63,55394811104812299010638731723519776501146423865170011751861331769937518639880,103082696326686084252692006348842617458364360484939043050040089399696685644264,40612530833850030770560071666434436443194162318210174699750855405684277524469,67104246766786933962748180092752798225251771499765559601162970341293140954880,40612530833850030770560071666434436443194162318210174699750855405684277524469,-35978449559899150289943826256089819233112588985173483448877119058403544689384,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
glv_lambda2,64->lam2,64,17676730741656302107712510240044756050218766309687424763244711227049520659861,86454928033100054822938644242727206101601557724291916072342392316125160730507,41929975541376036990359335647717381527212342035893043668288666074313354583455,58075518533309976530773791465274255180821962955474745374782225766642430487296,41929975541376036990359335647717381527212342035893043668288666074313354583455,-28379409499790078292164852777452950920779594768817170697560166549482730243211,115792089237316195423570985008687907853269984665640564039457584007908834671663,0,1,glv_psi2,False,True,False,False
hold_add_+1,p105,29083230144918045706788529192435,29083230144918045706788529192436,85472652198433121950841823744746716770135193065697857406943610820940839638907,2273491733972386163740165494026048845412452493532013887904800652580241064735,65263043299909276204245624351797472398195925607724996700671051522959368142585,50853317349168387726249591170885615402365391280398735173196470646042146581273,-20209608898523845746596199392949244371939267457972860706272559297981471496322,115792089237316195423570985008687907853269984665640564039457584007908834671663,48579825615196001562509425676859566556952938786866721285291669993461905516538,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
hold_add_+1,p110,1090246098153987172547740458951748,1090246098153987172547740458951749,4338352488447277069681865763767263000525504203189618609162334752999592040061,1327516183598579617836816008839248279861745347961002707181648029680335235001,68808162210799459402223202070530227384002697852934139968328639061705298534004,96663791297086969578954984814755536947051900563835194857730691129420833669516,64469809722352182332541336306762964383477193649744521359166304308705706493943,115792089237316195423570985008687907853269984665640564039457584007908834671663,95336275113488389961118168805916288667190155215874192150549043099740498434515,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
hold_add_+1,p115,31464123230573852164273674364426950,31464123230573852164273674364426951,32939465712855543687621080654651021859979376333843015892822995152318610898773,46560755643746305144975040470607841658328142774650200719470619734417618747604,9009413945395262892431879124028177385602678243498490213561494001985618963995,66840226118806232544650656537529876452049065385017358356129782279572722660720,-23930051767460280795189201530622844474376698090344525679261501150332991934778,115792089237316195423570985008687907853269984665640564039457584007908834671663,20279470475059927399675616066922034793720922610367157636659162545155103913116,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
hold_add_+1,p120,919343500840980333540511050618764323,919343500840980333540511050618764324,93499419120076195219278579763555015417347613618260420189054155605804414805552,19494200143356336257404688340550956357466777176798681646526975620299854296492,64962682380277909434181552020034107484108220082596137887643208610311746983841,112757783985577453320959192943177655700038018227258611466311984270472477728569,-28536736739798285785097027743520907933239393535664282301410946995492667821711,115792089237316195423570985008687907853269984665640564039457584007908834671663,93263583842221117063554504602626699342571241050459929819785008650172623432077,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
hold_add_+1,p125,37650549717742544505774009877315221420,37650549717742544505774009877315221421,23266937399999944120243183575366069139753606644194491618844068395400303144974,19046944643243374794723275227850600835724258179117516648603681200280499231816,41776047409348402755566491982774715142613195508522278564895142602688225887219,112451558685756544527572839447190399602066342007477508656480492204710013784447,18509110009348458635323308407408646002859588864327786946051074207287922742245,115792089237316195423570985008687907853269984665640564039457584007908834671663,93404614042513169732849564219339798766342083828359992007876811004429514552631,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
hold_add_+1,p130,1103873984953507439627945351144005829577,1103873984953507439627945351144005829578,44886295857190546091508615621464465421050773292389158775895365558788257183826,79820197542983972470655013754473404410649480536210503962616926227235987362275,89987640034705553888463884969573197600050121355987055700909201138920171550633,49410981660074839076675027919770638620749769279538796811098142832612643312695,45101344177515007796955269348108732178999348063597896925013835580131914366807,115792089237316195423570985008687907853269984665640564039457584007908834671663,-30409215882909133393979985834702765789899711256671707151518783394623344049580,13407807929942597099574024998205846127479365820592393377723561443720769383374469661147847687812952081302854773939601805382211292725060150247698793015185569,none,False,False,False,False
