n,Phi_trunc_156,x,y
377,0.050404968278216124821204487459246518761508134237819853502565411403351612231966232068822230828557279945877798849355571660915370030905627830700836968754404004,5836496584875293588764053292229432807274993021072589936100133509138192988770,101808718375893340198841800422562740485265864400141797119575091862139487769629
378,0.294372374460473022087347663772013348966276099849743400345106851629889876006027442687827939028324178935639181185169400136959652689883286315083111131605429511,34085992252527751100399358568920232216530137833398551372423707841663642940951,84231197660438518607918703277714657251697373461787111355426955135381590954130
379,0.494572585864222428275387478021889176903426065268896530044323562659614035763638333509277980267610440329615938861695283145401415955328370947585453275088044838,57267592996720269768754434029374075211378668691918291792056914643927920792688,105773817878079281452447158180761179567885597306909942946734006573668083847792
380,0.578631987042495617034700945390052302364293428786967061169559529620895556860063250948447401340551442939773775688318198102085217340711462041000177202148625568,67001006679190240985098091804965693982841950675099397564071317126806480425768,60722768703834190332119278495505878478856303319397906220197523549781311663765
381,0.885402434983338648615653303177000253779277199854909295704067257015060331994803884468257882718450923177591086205777128773992176002722934446841319994355702168,102522597762527799606655052075507560238677034517221165850776124265358938538011,103168828862630042098965629907256503348532103468567971365766385524922000162736
382,0.532939130072828053553578882745201635984327674704921043861745807704187708228333471540188207292821198356750669850016642963746282673610110224752005071962286593,61710135307450569200003951092565547675082033814981878701717631974073487369130,108600518257943023269554693381125594573864640112086294288997794771479931181936
383,0.313553967569617721366828328900281137811352321907365795366270367219463148488932501884671705386502321416612148272861208268153677085729931778470481381476173882,36307068993535723532072425643933686157371692811276548324844658623001292902418,67526022620190497356069595460508382768900074160640294790359286104535936717195
384,0.204157294350838475794410978046480586396252826567542820061581532331413369153329005645293692068381359848532226625232610018443980446797875830690141921026742309,23639799645921318377121870072557630302016719401141330443314214919736473903237,46182693167181191860174814928343323061143267091913342498230891762869265715928
385,0.507109646604232000181034626039612941846409481400514904901144091370895990858802707451503584926497020180428317737281847065154438654074826627176028079621051724,58719285452701111536318319230225203269203022309012198165727006740408533222669,20518724142615418199742951811813507727388028257100677209608110259395022254483
386,0.834727084156177265104262403181696708190793235468553433019554232767494523740314056357060328640433402273218390573497096546357855389192490402622611081741139265,96654793017416823609684294018080670215067677400651901826070201090444073561644,25805189880221212153028004782646175038582925060235416659227307502845929557729
387,0.357036761882975317555968130637870719641619796717539241171554131110469908251375770399357258340039111496001509545869407657998613511231184017566336084791695099,41342032592955891511663074820367221918817290195009793549595424813127926632482,70476158294266198511259833982709470786881503055294914498389792645789655556351
388,0.581308015129702829998945980952704286482560056858544148579390534974225451940319915490682795640004477892537657513685542647262528726108730602880326971160867582,67310869562265703154598538590683034671063577674172023584616669755283935737188,22699130653221649275290684787193050071476699803847646364732675305685812072881
389,0.682464066566283975330601283486825451424914830453129049689369728170327871827039159047401531939576471146264274491651867272420810354335049776570227380937289332,79023940097104854261563993464468542802062938042472022976100381191128892313990,44121419795403557994556888342333247324236481626149710307696268724507664204411
390,0.378773279638439996162616125844617433468340124935298609876435443834060886796194981989738154728090592620067634222901692393756824675460858526420998466696886950,43858949396605165508724231693187022646978552391627157124495221670977507722066,10449786836787891581141308742586062951876399906923137281523567677290923318193
391,0.043588578679424397794988512491603697815100280590598380846256391342159337070512283066606169518325750891275518543929109450050362076390893883662768359760984768,5047212592175687994370693673650935945429516390197723320768355512254151853358,3465683910136963916772914244147622662961041186114887968131260031866286741804
392,0.281660151837475758026897193070245605241709438875791726439285853857361993630543831848758146370174994316012741799065096480245282181579816888584074999891425247,32614017436161022145288017425020216075794463112156499367551847724112259845901,54346908885618243565904187358959185425325191544706414927180148029436102775069
393,0.670627192953425677307845668627241773298290360091293568710513376110655902081129719383054154263611008121769841603963901830085429701439458672665487306898378782,77653323771433932861011360706839785481974162259754053983161922392710333409564,78565034331195801424826010895711679247474815100349208310849257251584047660840
